price,area,rooms,price_per_sqm,area_per_room,lat_bin,lon_bin,distance_to_center_km,zip_prefix
375000.0,61.0,3.0,6147.540983606557,20.333333333333332,52.38,4.8500000000000005,3.8008694507938805,1055
500000.0,86.0,4.0,5813.953488372093,21.5,52.370000000000005,4.94,2.735789621216816,1095
300000.0,78.0,4.0,3846.153846153846,19.5,52.39,4.95,4.340575596254406,1024
375000.0,52.0,4.0,7211.538461538462,13.0,52.38,4.86,3.107628899116892,1056
400000.0,51.0,2.0,7843.137254901961,25.5,52.36,4.86,3.28501622694656,1058
850000.0,117.0,5.0,7264.957264957265,23.4,52.35,4.89,2.436365667409436,1078
550000.0,72.0,3.0,7638.888888888889,24.0,52.36,4.86,3.176141794068826,1054
275000.0,56.0,2.0,4910.714285714285,28.0,52.4,4.96,4.894383030745485,1024
330000.0,54.0,3.0,6111.111111111111,18.0,52.38,4.8500000000000005,4.095399911103686,1055
700000.0,102.0,3.0,6862.745098039216,34.0,52.370000000000005,4.97,4.4712193388856765,1095
500000.0,72.0,2.0,6944.444444444444,36.0,52.34,4.92,3.0248364378337484,1097
369000.0,47.0,3.0,7851.063829787234,15.666666666666666,52.36,4.93,2.0160015295829044,1094
245000.0,68.0,3.0,3602.9411764705883,22.666666666666668,52.29,4.97,9.469358999028898,1107
350000.0,65.0,4.0,5384.615384615385,16.25,52.410000000000004,4.89,5.109711499799667,1033
425000.0,69.0,3.0,6159.420289855072,23.0,52.38,4.8500000000000005,3.8820948305990397,1055
375000.0,94.0,4.0,3989.3617021276596,23.5,52.38,4.8,7.15504025737443,1067
335000.0,92.0,4.0,3641.304347826087,23.0,52.39,4.94,3.7325932644348025,1025
450000.0,56.0,3.0,8035.714285714285,18.666666666666668,52.35,4.89,2.282835659801041,1072
395000.0,101.0,5.0,3910.891089108911,20.2,52.29,4.99,10.304781184086735,1107
300000.0,45.0,2.0,6666.666666666667,22.5,52.370000000000005,4.87,2.360201004041923,1052
450000.0,84.0,3.0,5357.142857142857,28.0,52.370000000000005,4.94,2.7304290129121824,1095
415000.0,51.0,2.0,8137.254901960784,25.5,52.370000000000005,4.8500000000000005,3.430152712311838,1057
650000.0,67.0,4.0,9701.492537313432,16.75,52.36,4.9,0.8017024383227511,1017
425000.0,52.0,2.0,8173.076923076923,26.0,52.39,4.88,3.169531577347266,1013
469000.0,67.0,2.0,7000.0,33.5,52.38,4.88,2.226187678699141,1015
485000.0,73.0,4.0,6643.835616438356,18.25,52.370000000000005,4.92,1.4026700957927245,1018
225000.0,32.0,1.0,7031.25,32.0,52.38,4.86,3.2926716842196733,1055
285000.0,29.0,2.0,9827.586206896553,14.5,52.38,4.88,2.507488514140502,1052
995000.0,97.0,2.0,10257.731958762886,48.5,52.370000000000005,4.88,1.3143257921358844,1016
1475000.0,220.0,5.0,6704.545454545455,44.0,52.370000000000005,4.92,1.1178875117904206,1018
475000.0,60.0,3.0,7916.666666666667,20.0,52.370000000000005,4.87,2.470340888992938,1053
475000.0,124.0,5.0,3830.6451612903224,24.8,52.36,4.84,4.545570121572011,1061
395000.0,56.0,2.0,7053.571428571428,28.0,52.35,4.8500000000000005,4.346837655915316,1059
375000.0,47.0,2.0,7978.723404255319,23.5,52.370000000000005,4.9,0.7184448200499643,1012
400000.0,37.0,2.0,10810.81081081081,18.5,52.35,4.86,3.6985468669524475,1075
325000.0,42.0,2.0,7738.0952380952385,21.0,52.39,4.88,3.0999466528982476,1013
400000.0,53.0,3.0,7547.169811320755,17.666666666666668,52.34,4.86,3.743849464485377,1076
475000.0,80.0,3.0,5937.5,26.666666666666668,52.34,4.87,3.6213417605749965,1077
425000.0,68.0,3.0,6250.0,22.666666666666668,52.35,4.94,3.220872928335875,1098
375000.0,101.0,3.0,3712.871287128713,33.666666666666664,52.38,4.82,5.906385188808267,1063
365000.0,47.0,2.0,7765.95744680851,23.5,52.38,4.87,2.757815516632077,1051
500000.0,67.0,3.0,7462.686567164179,22.333333333333332,52.36,4.93,2.0046016113956884,1092
450000.0,92.0,3.0,4891.304347826087,30.666666666666668,52.35,4.84,4.9249731189767,1062
725000.0,95.0,3.0,7631.578947368421,31.666666666666668,52.38,4.89,1.6438379854339733,1015
225000.0,52.0,2.0,4326.923076923077,26.0,52.33,4.98,6.815214156415233,1103
375000.0,55.0,3.0,6818.181818181818,18.333333333333332,52.370000000000005,4.86,2.930701132461932,1056
495000.0,74.0,3.0,6689.189189189189,24.666666666666668,52.38,4.87,3.1266590017503333,1051
475000.0,58.0,3.0,8189.6551724137935,19.333333333333332,52.36,4.89,1.3345131906335443,1017
450000.0,53.0,2.0,8490.566037735849,26.5,52.370000000000005,4.88,1.4957919458357614,1017
475000.0,66.0,3.0,7196.969696969697,22.0,52.35,4.91,2.2975115637690506,1078
475000.0,62.0,3.0,7661.290322580645,20.666666666666668,52.35,4.8500000000000005,4.151841192046349,1058
345000.0,61.0,3.0,5655.737704918033,20.333333333333332,52.36,4.8,7.232105000450719,1068
369000.0,78.0,3.0,4730.7692307692305,26.0,52.35,4.84,4.688158851574977,1062
320000.0,91.0,4.0,3516.4835164835163,22.75,52.29,4.98,9.786804322804164,1107
465000.0,66.0,3.0,7045.454545454545,22.0,52.39,4.92,2.2728424185228833,1021
340000.0,35.0,2.0,9714.285714285714,17.5,52.370000000000005,4.9,0.7666774997836435,1012
375000.0,111.0,5.0,3378.3783783783783,22.2,52.300000000000004,4.97,8.668269087537011,1106
595000.0,93.0,3.0,6397.8494623655915,31.0,52.36,4.91,1.2563917325061507,1091
525000.0,92.0,3.0,5706.521739130435,30.666666666666668,52.370000000000005,4.94,2.222057798386946,1019
245000.0,61.0,3.0,4016.3934426229507,20.333333333333332,52.36,4.79,7.911805555859807,1069
275000.0,85.0,4.0,3235.294117647059,21.25,52.4,4.95,4.725532246187628,1024
575000.0,72.0,2.0,7986.111111111111,36.0,52.370000000000005,4.93,1.8959256895395713,1018
250000.0,70.0,3.0,3571.4285714285716,23.333333333333332,52.29,4.97,9.5180947786857,1107
975000.0,165.0,5.0,5909.090909090909,33.0,52.370000000000005,4.95,2.9347683151813566,1019
375000.0,52.0,2.0,7211.538461538462,26.0,52.38,4.88,2.216162491418833,1052
1100000.0,159.0,5.0,6918.238993710692,31.8,52.34,4.92,3.4356737820761074,1096
750000.0,102.0,3.0,7352.941176470588,34.0,52.39,4.88,3.5335876517836184,1013
439000.0,55.0,3.0,7981.818181818182,18.333333333333332,52.370000000000005,4.9,0.8226558081037203,1011
375000.0,57.0,2.0,6578.9473684210525,28.5,52.35,4.92,1.9104295914518559,1091
445000.0,66.0,3.0,6742.424242424242,22.0,52.370000000000005,4.91,0.4056239504833711,1011
325000.0,77.0,4.0,4220.779220779221,19.25,52.4,4.95,4.286824374090284,1024
415000.0,57.0,2.0,7280.701754385965,28.5,52.370000000000005,4.87,2.694427572658101,1056
300000.0,43.0,2.0,6976.7441860465115,21.5,52.370000000000005,4.87,2.417129911847423,1053
915000.0,88.0,5.0,10397.727272727272,17.6,52.38,4.89,1.6016792466914684,1015
685000.0,183.0,6.0,3743.1693989071036,30.5,52.35,4.7700000000000005,9.157680431918038,1060
350000.0,50.0,3.0,7000.0,16.666666666666668,52.370000000000005,4.8500000000000005,3.573742612936826,1057
1025000.0,135.0,4.0,7592.592592592592,33.75,52.35,4.88,2.960496632650309,1077
895000.0,177.0,4.0,5056.497175141243,44.25,52.370000000000005,4.92,1.5438867303587316,1018
350000.0,59.0,2.0,5932.203389830508,29.5,52.36,4.84,4.12717041765976,1058
265000.0,65.0,3.0,4076.923076923077,21.666666666666668,52.38,4.82,6.139082751824988,1063
500000.0,100.0,4.0,5000.0,25.0,52.35,4.8,7.351416979528039,1066
295000.0,106.0,4.0,2783.0188679245284,26.5,52.300000000000004,4.98,9.499369836060241,1107
1175000.0,159.0,7.0,7389.937106918239,22.714285714285715,52.35,4.87,2.9313740266081005,1077
995000.0,113.0,3.0,8805.309734513274,37.666666666666664,52.370000000000005,4.89,1.3161325577022305,1016
385000.0,54.0,2.0,7129.62962962963,27.0,52.35,4.89,2.325587474521036,1072
550000.0,89.0,4.0,6179.775280898876,22.25,52.370000000000005,4.87,2.3034385285803167,1053
325000.0,40.0,2.0,8125.0,20.0,52.36,4.86,2.815021169016662,1053
225000.0,62.0,2.0,3629.032258064516,31.0,52.31,4.96,7.389419258716928,1102
395000.0,66.0,3.0,5984.848484848485,22.0,52.32,4.89,4.923538844248041,1083
425000.0,102.0,4.0,4166.666666666667,25.5,52.38,4.79,7.951848432780605,1067
525000.0,64.0,4.0,8203.125,16.0,52.370000000000005,4.88,1.7279748746235604,1016
800000.0,132.0,6.0,6060.606060606061,22.0,52.35,4.82,5.660942295750578,1065
400000.0,88.0,4.0,4545.454545454545,22.0,52.36,4.8100000000000005,6.709418820063304,1068
250000.0,50.0,2.0,5000.0,25.0,52.4,4.96,4.883425188591138,1024
360000.0,41.0,2.0,8780.487804878048,20.5,52.38,4.87,2.6658268326571193,1051
1050000.0,154.0,4.0,6818.181818181818,38.5,52.370000000000005,4.97,4.448785857399333,1095
799000.0,230.0,8.0,3473.913043478261,28.75,52.39,4.96,4.575159618347341,1024
1700000.0,194.0,6.0,8762.886597938144,32.333333333333336,52.36,4.9,0.9026457455901609,1017
825000.0,178.0,7.0,4634.831460674157,25.428571428571427,52.32,4.87,5.346655316345287,1082
290000.0,50.0,2.0,5800.0,25.0,52.38,4.83,4.862645942821116,1063
469000.0,50.0,3.0,9380.0,16.666666666666668,52.38,4.89,1.421981295575219,1015
625000.0,74.0,3.0,8445.945945945947,24.666666666666668,52.370000000000005,4.9,0.3220925348676159,1017
1050000.0,149.0,8.0,7046.979865771812,18.625,52.36,4.9,0.5205202985040471,1018
540000.0,79.0,4.0,6835.443037974684,19.75,52.410000000000004,4.88,5.306019077474469,1033
285000.0,96.0,4.0,2968.75,24.0,52.32,4.97,7.270186293315343,1104
859000.0,168.0,3.0,5113.0952380952385,56.0,52.35,5.0200000000000005,7.889190423031299,1087
275000.0,63.0,2.0,4365.079365079365,31.5,52.4,4.94,4.0115599416418934,1025
525000.0,153.0,6.0,3431.372549019608,25.5,52.35,4.78,8.765081564669247,1060
375000.0,73.0,4.0,5136.986301369863,18.25,52.36,4.83,5.40623824909125,1065
399500.0,89.0,2.0,4488.76404494382,44.5,52.36,4.8100000000000005,6.632132945549008,1068
430000.0,103.0,4.0,4174.757281553398,25.75,52.36,4.8100000000000005,6.581007033195807,1068
1300000.0,141.0,4.0,9219.85815602837,35.25,52.33,4.9,3.8271999500550296,1096
1750000.0,130.0,3.0,13461.538461538461,43.333333333333336,52.34,4.87,4.10272343168491,1082
950000.0,109.0,4.0,8715.59633027523,27.25,52.38,4.88,2.021811383661153,1015
1450000.0,150.0,3.0,9666.666666666666,50.0,52.370000000000005,4.89,1.029007643663599,1012
285000.0,69.0,3.0,4130.434782608696,23.0,52.32,4.98,7.454280328738533,1104
300000.0,54.0,2.0,5555.555555555556,27.0,52.38,4.8500000000000005,4.31359901598941,1055
1500000.0,166.0,4.0,9036.144578313253,41.5,52.33,4.86,5.64635247516219,1081
685000.0,107.0,4.0,6401.869158878505,26.75,52.34,4.87,3.7432941199003906,1077
989000.0,171.0,5.0,5783.625730994152,34.2,52.42,4.89,5.825639861765034,1035
765000.0,100.0,4.0,7650.0,25.0,52.410000000000004,4.96,6.273199792184439,1027
900000.0,159.0,9.0,5660.377358490566,17.666666666666668,52.32,4.89,5.003282137277987,1083
665000.0,118.0,4.0,5635.593220338983,29.5,52.36,4.94,2.6852999411780862,1098
475000.0,98.0,4.0,4846.938775510204,24.5,52.38,4.84,4.645186281287827,1061
300000.0,78.0,4.0,3846.153846153846,19.5,52.39,4.95,4.324610005877713,1024
350000.0,103.0,4.0,3398.0582524271845,25.75,52.38,4.8100000000000005,6.533270681391344,1064
450000.0,45.0,2.0,10000.0,22.5,52.36,4.91,0.9854061888165908,1091
600000.0,145.0,4.0,4137.931034482759,36.25,52.33,4.8,7.997344578729254,1066
350000.0,39.0,2.0,8974.358974358975,19.5,52.39,4.87,2.7992001084967155,1051
595000.0,100.0,3.0,5950.0,33.333333333333336,52.36,4.84,4.2385387864664,1058
335000.0,42.0,2.0,7976.190476190476,21.0,52.36,4.86,2.8776250270968062,1053
1295000.0,154.0,4.0,8409.09090909091,38.5,52.35,4.87,3.2468245380237706,1077
825000.0,103.0,3.0,8009.708737864078,34.333333333333336,52.36,4.89,1.8002638741788728,1071
325000.0,85.0,4.0,3823.529411764706,21.25,52.31,4.98,8.215896843973209,1108
450000.0,115.0,3.0,3913.0434782608695,38.333333333333336,52.35,4.8,7.384420537007237,1069
1450000.0,125.0,2.0,11600.0,62.5,52.370000000000005,4.89,0.8458299771647823,1012
585000.0,99.0,3.0,5909.090909090909,33.0,52.370000000000005,4.84,4.6509425219958995,1061
1200000.0,105.0,4.0,11428.57142857143,26.25,52.38,4.89,1.8113084376010415,1015
1550000.0,153.0,5.0,10130.718954248367,30.6,52.36,4.88,1.6581681175310203,1071
1250000.0,147.0,4.0,8503.401360544218,36.75,52.39,4.89,2.1197663927949018,1013
998000.0,121.0,2.0,8247.933884297521,60.5,52.38,4.89,1.5302576988194851,1015
395000.0,54.0,3.0,7314.814814814815,18.0,52.370000000000005,4.86,3.1864792627955736,1057
935000.0,85.0,3.0,11000.0,28.333333333333332,52.370000000000005,4.89,1.0880639501187555,1017
1050000.0,63.0,3.0,16666.666666666668,21.0,52.370000000000005,4.91,0.39755212981299415,1018
729000.0,110.0,5.0,6627.272727272727,22.0,52.38,4.9,0.8513183730779247,1012
699000.0,130.0,5.0,5376.923076923077,26.0,52.34,4.79,8.278963411851702,1060
1500000.0,255.0,7.0,5882.35294117647,36.42857142857143,52.35,4.79,8.128943975325292,1060
400000.0,25.0,2.0,16000.0,12.5,52.36,4.96,4.001155663504271,1087
550000.0,102.0,4.0,5392.156862745098,25.5,52.38,4.86,3.396100278043917,1055
950000.0,133.0,7.0,7142.857142857143,19.0,52.38,4.64,17.696902017742715,1016
975000.0,93.0,3.0,10483.870967741936,31.0,52.35,4.88,2.049082639241229,1071
295000.0,79.0,3.0,3734.1772151898736,26.333333333333332,52.36,4.8100000000000005,6.644900105207938,1068
350000.0,71.0,4.0,4929.577464788732,17.75,52.38,4.8,6.97131546943869,1067
685000.0,110.0,4.0,6227.272727272727,27.5,52.33,4.9,3.843250753644826,1096
1499000.0,245.0,8.0,6118.367346938776,30.625,52.36,4.8500000000000005,3.526340698010435,1058
1275000.0,165.0,5.0,7727.272727272727,33.0,52.370000000000005,4.88,1.5030238896687556,1016
375000.0,38.0,1.0,9868.421052631578,38.0,52.36,4.89,1.3263097016934675,1017
1595000.0,199.0,6.0,8015.075376884422,33.166666666666664,52.38,4.89,1.4167667261515486,1015
439000.0,48.0,2.0,9145.833333333334,24.0,52.370000000000005,4.92,0.9423050552629616,1018
785000.0,95.0,5.0,8263.157894736842,19.0,52.370000000000005,4.86,2.8945723594907395,1057
395000.0,68.0,3.0,5808.823529411765,22.666666666666668,52.39,4.92,2.5309577789494866,1021
595000.0,78.0,3.0,7628.205128205128,26.0,52.38,4.89,1.5269907689295,1013
875000.0,117.0,3.0,7478.6324786324785,39.0,52.370000000000005,4.91,0.449173576030694,1011
295000.0,29.0,2.0,10172.413793103447,14.5,52.370000000000005,4.89,1.1248090540081481,1017
520000.0,80.0,2.0,6500.0,40.0,52.33,4.87,4.678044978001272,1082
439000.0,57.0,3.0,7701.754385964912,19.0,52.35,4.86,3.6372895032309995,1076
410000.0,66.0,4.0,6212.121212121212,16.5,52.36,4.92,1.5453390281307748,1092
275000.0,23.0,1.0,11956.521739130434,23.0,52.38,4.88,2.027079014251697,1015
350000.0,45.0,2.0,7777.777777777777,22.5,52.38,4.87,2.661751904100662,1051
1795000.0,158.0,6.0,11360.759493670887,26.333333333333332,52.35,4.91,1.9522132576664548,1091
835000.0,120.0,5.0,6958.333333333333,24.0,52.38,4.88,2.1415276915486654,1015
985000.0,111.0,5.0,8873.873873873874,22.2,52.370000000000005,4.89,1.056934718808413,1012
425000.0,56.0,2.0,7589.285714285715,28.0,52.34,4.94,4.189558328644789,1051
635000.0,58.0,3.0,10948.275862068966,19.333333333333332,52.370000000000005,4.91,0.6245507309792742,1011
999500.0,151.0,3.0,6619.205298013245,50.333333333333336,52.38,4.91,0.9953930010751301,1011
1050000.0,151.0,4.0,6953.64238410596,37.75,52.36,4.88,1.7181018296163209,1054
225000.0,60.0,3.0,3750.0,20.0,52.35,4.79,7.876012205124404,1069
1099000.0,165.0,5.0,6660.606060606061,33.0,52.35,4.88,2.9811083317568645,1077
895000.0,103.0,3.0,8689.320388349515,34.333333333333336,52.36,4.89,1.8002638741788728,1071
899000.0,258.0,1.0,3484.4961240310076,258.0,52.410000000000004,4.97,6.46807033943059,1027
799000.0,146.0,5.0,5472.602739726028,29.2,52.34,4.86,4.093550802405513,1076
719000.0,129.0,4.0,5573.643410852713,32.25,52.34,4.8,7.439962075247519,1066
750000.0,119.0,6.0,6302.5210084033615,19.833333333333332,52.38,4.89,1.7043629953153245,1013
285000.0,37.0,2.0,7702.7027027027025,18.5,52.34,4.8100000000000005,7.029615008614687,1066
285000.0,37.0,2.0,7702.7027027027025,18.5,52.34,4.8100000000000005,7.029615008614687,1066
900000.0,111.0,2.0,8108.108108108108,55.5,52.38,4.89,1.495820450821107,1015
475000.0,93.0,3.0,5107.5268817204305,31.0,52.35,5.01,7.4767261218391745,1087
545000.0,110.0,4.0,4954.545454545455,27.5,52.38,4.79,7.93922653511383,1067
685000.0,94.0,3.0,7287.234042553191,31.333333333333332,52.370000000000005,4.87,2.197167372274132,1052
650000.0,81.0,3.0,8024.691358024691,27.0,52.370000000000005,4.9,0.46441478881873,1017
1100011.0,207.0,5.0,5314.062801932367,41.4,52.4,4.9,3.7189636892765288,1032
1200000.0,81.0,3.0,14814.814814814816,27.0,52.36,4.86,3.3389730401553823,1054
1495000.0,214.0,5.0,6985.981308411215,42.8,52.410000000000004,5.03,9.929065859089357,1028
295000.0,47.0,2.0,6276.595744680851,23.5,52.38,4.86,3.2926716842196733,1055
1000000.0,117.0,4.0,8547.008547008547,29.25,52.370000000000005,4.89,0.7888048268335521,1012
1150000.0,162.0,5.0,7098.765432098766,32.4,52.38,4.89,1.2604332105653577,1012
1350000.0,173.0,5.0,7803.468208092486,34.6,52.36,4.89,1.8093276328245653,1072
1650000.0,232.0,9.0,7112.068965517241,25.77777777777778,52.36,4.89,1.8131909956064691,1072
1050000.0,216.0,7.0,4861.111111111111,30.857142857142858,52.36,4.98,5.182140352026642,1086
469000.0,90.0,3.0,5211.111111111111,30.0,52.370000000000005,4.9,0.7915705607351349,1011
669000.0,107.0,5.0,6252.336448598131,21.4,52.42,4.89,5.932801265618997,1035
300000.0,71.0,2.0,4225.352112676056,35.5,52.31,4.98,8.414847261167925,1108
425000.0,49.0,2.0,8673.469387755102,24.5,52.38,4.8500000000000005,3.804941315466625,1055
749000.0,150.0,5.0,4993.333333333333,30.0,52.370000000000005,4.91,0.4067947701151953,1087
700000.0,186.0,8.0,3763.440860215054,23.25,52.35,4.79,8.332284844873852,1060
389000.0,30.0,2.0,12966.666666666666,15.0,52.370000000000005,4.91,0.7338458692673978,1011
900000.0,187.0,6.0,4812.834224598931,31.166666666666668,52.34,4.8,7.758957808108468,1066
1750000.0,246.0,8.0,7113.821138211382,30.75,52.370000000000005,4.91,0.4067947701151953,1019
275000.0,85.0,4.0,3235.294117647059,21.25,52.32,4.94,5.83574594066212,1102
400000.0,79.0,3.0,5063.291139240507,26.333333333333332,52.34,4.83,5.895348204781909,1066
850000.0,110.0,2.0,7727.272727272727,55.0,52.36,4.94,2.311497368171052,1094
1700000.0,203.0,5.0,8374.384236453201,40.6,52.35,4.87,3.0471614377450424,1077
1495000.0,175.0,6.0,8542.857142857143,29.166666666666668,52.370000000000005,4.89,1.0912728503014286,1017
549000.0,91.0,5.0,6032.9670329670325,18.2,52.38,4.94,2.845803394573662,1019
1375000.0,115.0,3.0,11956.521739130434,38.333333333333336,52.36,4.88,1.6756125608621961,1071
1250000.0,165.0,7.0,7575.757575757576,23.571428571428573,52.370000000000005,4.88,1.8097715938245154,1016
500000.0,72.0,2.0,6944.444444444444,36.0,52.38,4.89,1.8745041383301417,1013
575000.0,183.0,5.0,3142.0765027322404,36.6,52.42,4.88,6.014557859707294,1033
1425000.0,257.0,4.0,5544.747081712062,64.25,52.370000000000005,4.91,0.6872605700176481,1011
1695000.0,117.0,3.0,14487.179487179486,39.0,52.36,4.88,2.1349102400391806,1071
515000.0,130.0,4.0,3961.5384615384614,32.5,52.35,4.78,8.443117821973797,1060
1095000.0,134.0,3.0,8171.641791044776,44.666666666666664,52.34,4.87,4.124605865253346,1082
519900.0,120.0,5.0,4332.5,24.0,52.4,4.94,4.332711454725403,1025
700000.0,88.0,5.0,7954.545454545455,17.6,52.36,4.9,0.4226124748880006,1018
1149000.0,141.0,6.0,8148.936170212766,23.5,52.35,4.89,2.3950591300967585,1078
280000.0,93.0,4.0,3010.7526881720432,23.25,52.31,4.96,7.4373204813445355,1102
600000.0,129.0,4.0,4651.162790697675,32.25,52.370000000000005,4.91,0.27277004332389865,1011
950000.0,94.0,1.0,10106.382978723404,94.0,52.39,4.89,3.132105446060271,1014
849000.0,120.0,3.0,7075.0,40.0,52.38,4.89,1.1187788625639996,1012
850000.0,149.0,7.0,5704.697986577181,21.285714285714285,52.370000000000005,4.86,3.0399316070827913,1057
750750.0,114.0,4.0,6585.526315789473,28.5,52.35,4.9,2.0403920891263834,1073
1400000.0,213.0,7.0,6572.769953051643,30.428571428571427,52.370000000000005,4.9,0.7909943260727876,1012
899000.0,128.0,5.0,7023.4375,25.6,52.410000000000004,4.96,6.058351350137343,1027
895000.0,95.0,3.0,9421.052631578947,31.666666666666668,52.410000000000004,4.96,6.058351350137343,1027
1695000.0,467.0,14.0,3629.5503211991436,33.357142857142854,52.410000000000004,4.97,6.714900235588781,1027
1085000.0,131.0,5.0,8282.442748091604,26.2,52.35,4.88,2.928934711769469,1077
300000.0,30.0,3.0,10000.0,10.0,52.35,4.83,5.120802188160891,1065
649000.0,82.0,3.0,7914.634146341464,27.333333333333332,52.370000000000005,4.91,0.5414331976964687,1011
